2023.03.29 07:20,27361.600000,27425.200000,27361.600000,27390.000000,923.251000
2023.03.29 07:25,27390.000000,27404.800000,27387.600000,27391.000000,185.848000
2023.03.29 07:30,27391.000000,27610.000000,27378.100000,27522.900000,4099.398000
2023.03.29 07:35,27522.900000,27558.200000,27501.000000,27538.400000,1149.308000
2023.03.29 07:40,27538.400000,27578.800000,27488.500000,27524.900000,946.260000
2023.03.29 07:45,27524.900000,27573.800000,27501.700000,27514.900000,989.616000
2023.03.29 07:50,27514.900000,27550.000000,27480.000000,27550.000000,442.916000
2023.03.29 07:55,27550.000000,27558.100000,27523.800000,27544.500000,248.651000
2023.03.29 08:00,27544.500000,27565.800000,27527.500000,27563.000000,227.027000
2023.03.29 08:05,27563.000000,27636.900000,27563.000000,27570.600000,1605.720000
2023.03.29 08:10,27570.600000,27580.000000,27533.000000,27547.800000,580.025000
2023.03.29 08:15,27547.800000,27587.500000,27527.900000,27587.400000,365.020000
2023.03.29 08:20,27587.400000,27605.000000,27550.000000,27576.600000,389.943000
2023.03.29 08:25,27576.600000,27586.800000,27555.600000,27562.000000,242.344000
2023.03.29 08:30,27562.000000,27570.000000,27514.800000,27514.800000,656.520000
2023.03.29 08:35,27514.800000,27535.200000,27504.200000,27508.700000,340.556000
2023.03.29 08:40,27508.700000,27530.000000,27502.000000,27511.900000,187.317000
2023.03.29 08:45,27511.900000,27527.400000,27503.400000,27520.000000,274.071000
2023.03.29 08:50,27520.000000,27530.400000,27501.800000,27530.300000,185.724000
2023.03.29 08:55,27530.300000,27534.000000,27513.400000,27523.400000,217.160000
2023.03.29 09:00,27523.400000,27527.000000,27480.100000,27487.400000,392.992000
2023.03.29 09:05,27487.400000,27506.200000,27485.600000,27500.900000,251.355000
2023.03.29 09:10,27500.900000,27590.000000,27500.800000,27559.800000,606.281000
2023.03.29 09:15,27559.800000,27577.900000,27547.300000,27577.500000,233.546000
2023.03.29 09:20,27577.500000,27666.000000,27562.600000,27628.400000,1356.144000
2023.03.29 09:25,27628.400000,28049.800000,27605.600000,27974.000000,10001.899000
2023.03.29 09:30,27974.000000,28176.400000,27940.400000,28085.000000,6480.774000
2023.03.29 09:35,28085.000000,28135.800000,27988.100000,28005.700000,2322.485000
2023.03.29 09:40,28005.700000,28100.000000,28000.000000,28069.900000,1234.748000
2023.03.29 09:45,28069.900000,28120.400000,28024.700000,28028.200000,1428.944000
2023.03.29 09:50,28028.200000,28054.600000,28005.000000,28017.000000,961.151000
2023.03.29 09:55,28017.000000,28058.800000,28015.700000,28037.800000,510.628000
2023.03.29 10:00,28037.800000,28062.700000,27993.300000,28014.700000,713.451000
2023.03.29 10:05,28014.700000,28024.300000,27960.000000,27965.800000,1077.140000
2023.03.29 10:10,27965.800000,28000.000000,27965.600000,27965.600000,774.753000
2023.03.29 10:15,27965.600000,28073.200000,27965.600000,28073.100000,1474.238000
2023.03.29 10:20,28073.100000,28106.300000,28059.800000,28062.700000,696.918000
2023.03.29 10:25,28062.700000,28080.000000,28028.800000,28045.000000,564.845000
2023.03.29 10:30,28045.000000,28067.900000,28044.900000,28064.900000,373.732000
2023.03.29 10:35,28064.900000,28097.200000,28057.500000,28080.100000,385.246000
2023.03.29 10:40,28080.100000,28146.800000,28080.000000,28138.800000,768.804000
2023.03.29 10:45,28138.800000,28159.900000,28108.000000,28143.100000,682.392000
2023.03.29 10:50,28143.100000,28149.900000,28087.100000,28091.100000,533.503000
2023.03.29 10:55,28091.100000,28108.000000,28063.000000,28076.100000,337.115000
2023.03.29 11:00,28076.100000,28097.700000,28033.600000,28035.200000,482.849000
2023.03.29 11:05,28035.200000,28109.600000,28029.800000,28097.900000,499.846000
2023.03.29 11:10,28097.900000,28380.000000,28097.900000,28341.900000,7773.215000
2023.03.29 11:15,28341.900000,28407.500000,28254.000000,28293.700000,2743.171000
2023.03.29 11:20,28293.700000,28486.000000,28290.600000,28458.300000,3242.799000
2023.03.29 11:25,28458.300000,28510.000000,28415.000000,28458.100000,2544.912000
2023.03.29 11:30,28458.100000,28624.900000,28424.400000,28590.000000,3991.219000
2023.03.29 11:35,28590.000000,28644.500000,28530.000000,28539.800000,2423.275000
2023.03.29 11:40,28539.800000,28558.800000,28433.100000,28437.600000,1654.087000
2023.03.29 11:45,28437.600000,28487.900000,28437.600000,28479.900000,1054.954000
2023.03.29 11:50,28479.900000,28547.800000,28455.800000,28459.900000,1099.623000
2023.03.29 11:55,28459.900000,28568.600000,28457.200000,28496.600000,1065.539000
2023.03.29 12:00,28496.600000,28538.800000,28454.900000,28472.900000,805.348000
2023.03.29 12:05,28472.900000,28492.200000,28459.000000,28488.200000,493.480000
2023.03.29 12:10,28488.200000,28552.400000,28488.100000,28500.000000,709.434000
2023.03.29 12:15,28500.000000,28514.700000,28466.000000,28480.100000,464.990000
2023.03.29 12:20,28480.100000,28521.800000,28474.000000,28500.000000,542.249000
2023.03.29 12:25,28500.000000,28515.500000,28404.200000,28409.300000,1542.343000
2023.03.29 12:30,28409.300000,28437.100000,28369.500000,28394.600000,1277.773000
2023.03.29 12:35,28394.600000,28447.600000,28376.500000,28420.200000,791.670000
2023.03.29 12:40,28420.200000,28425.200000,28353.200000,28359.700000,787.594000
2023.03.29 12:45,28359.700000,28378.200000,28326.200000,28364.200000,1112.784000
2023.03.29 12:50,28364.200000,28364.300000,28290.100000,28315.300000,813.429000
2023.03.29 12:55,28315.300000,28368.000000,28300.200000,28304.800000,582.068000
2023.03.29 13:00,28304.800000,28339.500000,28304.800000,28335.600000,506.443000
2023.03.29 13:05,28335.600000,28344.800000,28307.700000,28344.800000,306.888000
2023.03.29 13:10,28344.800000,28367.800000,28276.600000,28295.000000,828.357000
2023.03.29 13:15,28295.000000,28321.000000,28232.600000,28310.400000,1391.968000
2023.03.29 13:20,28310.400000,28397.400000,28310.400000,28397.300000,1084.502000
2023.03.29 13:25,28397.300000,28436.900000,28374.600000,28381.400000,727.722000
2023.03.29 13:30,28381.400000,28405.200000,28381.000000,28398.900000,272.807000
2023.03.29 13:35,28398.900000,28432.300000,28398.800000,28410.000000,252.134000
2023.03.29 13:40,28410.000000,28410.000000,28344.400000,28379.800000,450.443000
2023.03.29 13:45,28379.800000,28379.800000,28333.500000,28362.700000,543.413000
2023.03.29 13:50,28362.700000,28362.700000,28300.000000,28315.000000,679.196000
2023.03.29 13:55,28315.000000,28386.500000,28295.000000,28367.500000,708.342000
2023.03.29 14:00,28367.500000,28376.500000,28280.200000,28281.000000,925.163000
2023.03.29 14:05,28281.000000,28316.400000,28258.200000,28269.700000,573.244000
2023.03.29 14:10,28269.700000,28301.900000,28263.900000,28263.900000,365.210000
2023.03.29 14:15,28263.900000,28288.000000,28258.600000,28272.000000,283.534000
2023.03.29 14:20,28272.000000,28333.000000,28272.000000,28329.100000,439.896000
2023.03.29 14:25,28329.100000,28378.100000,28312.900000,28334.900000,604.791000
2023.03.29 14:30,28334.900000,28347.600000,28311.100000,28311.500000,335.518000
2023.03.29 14:35,28311.500000,28323.000000,28291.100000,28293.500000,205.375000
2023.03.29 14:40,28293.500000,28320.000000,28293.400000,28304.000000,233.416000
2023.03.29 14:45,28304.000000,28341.300000,28298.200000,28298.200000,276.359000
2023.03.29 14:50,28298.200000,28337.900000,28290.000000,28325.800000,158.535000
2023.03.29 14:55,28325.800000,28362.000000,28325.800000,28349.900000,316.681000
2023.03.29 15:00,28349.900000,28371.100000,28307.000000,28342.600000,756.789000
2023.03.29 15:05,28342.600000,28385.500000,28320.300000,28365.500000,576.490000
2023.03.29 15:10,28365.500000,28371.500000,28267.400000,28318.600000,935.991000
2023.03.29 15:15,28318.600000,28346.200000,28291.500000,28291.500000,318.831000
2023.03.29 15:20,28291.500000,28302.100000,28222.300000,28296.200000,1275.060000
2023.03.29 15:25,28296.200000,28355.700000,28286.700000,28345.700000,826.960000
2023.03.29 15:30,28345.700000,28380.000000,28339.000000,28339.800000,503.868000
2023.03.29 15:35,28339.800000,28340.000000,28302.000000,28324.300000,344.461000
2023.03.29 15:40,28324.300000,28339.000000,28315.300000,28333.900000,115.964000
2023.03.29 15:45,28333.900000,28379.300000,28312.500000,28354.000000,309.566000
2023.03.29 15:50,28354.000000,28383.900000,28344.800000,28383.800000,310.718000
2023.03.29 15:55,28383.800000,28477.000000,28381.500000,28433.400000,1528.297000
2023.03.29 16:00,28433.400000,28462.100000,28407.900000,28407.900000,599.745000
2023.03.29 16:05,28407.900000,28440.900000,28385.000000,28439.400000,465.603000
2023.03.29 16:10,28439.400000,28479.500000,28397.000000,28400.500000,585.630000
2023.03.29 16:15,28400.500000,28405.700000,28336.500000,28391.800000,647.763000
2023.03.29 16:20,28391.800000,28399.300000,28341.000000,28355.300000,403.595000
2023.03.29 16:25,28355.300000,28370.400000,28323.000000,28355.200000,352.754000
2023.03.29 16:30,28355.200000,28423.500000,28335.000000,28356.100000,573.421000
2023.03.29 16:35,28356.100000,28420.500000,28356.100000,28394.400000,279.295000
2023.03.29 16:40,28394.400000,28410.000000,28365.700000,28409.500000,577.905000
2023.03.29 16:45,28409.500000,28450.000000,28313.100000,28376.900000,1729.410000
2023.03.29 16:50,28376.900000,28439.400000,28365.600000,28388.500000,506.249000
2023.03.29 16:55,28388.500000,28414.400000,28377.600000,28414.400000,233.343000
2023.03.29 17:00,28414.400000,28420.000000,28371.400000,28398.000000,343.687000
2023.03.29 17:05,28398.000000,28437.600000,28360.000000,28422.900000,452.069000
2023.03.29 17:10,28422.900000,28449.900000,28419.000000,28446.300000,738.420000
2023.03.29 17:15,28446.300000,28570.800000,28425.500000,28537.000000,2542.908000
2023.03.29 17:20,28537.000000,28594.500000,28452.600000,28471.900000,1672.815000
